order_id,order_placement_date,customer_id,product_id,order_qty,agreed_delivery_date,actual_delivery_date,delivery_qty,In Full,On Time,On Time In Full
FAP41902603,"Tuesday, March 29, 2022",789902,25891201,328,"Friday, April 1, 2022","Friday, April 1, 2022",328,1,1,1
FMR331422503,"Tuesday, March 29, 2022",789422,25891201,398,"Thursday, March 31, 2022","Friday, April 1, 2022",318,0,0,0
FMR330221201,"Tuesday, March 29, 2022",789221,25891201,231,"Wednesday, March 30, 2022","Thursday, March 31, 2022",231,1,0,0
FMR330201201,"Tuesday, March 29, 2022",789201,25891201,351,"Wednesday, March 30, 2022","Wednesday, March 30, 2022",351,1,1,1
FMR330522201,"Tuesday, March 29, 2022",789522,25891201,167,"Wednesday, March 30, 2022","Wednesday, March 30, 2022",167,1,1,1
FMR331622502,"Tuesday, March 29, 2022",789622,25891201,420,"Thursday, March 31, 2022","Thursday, March 31, 2022",399,0,1,0
FMR331503501,"Tuesday, March 29, 2022",789503,25891501,158,"Thursday, March 31, 2022","Saturday, April 2, 2022",158,1,0,0
FAP41503501,"Tuesday, March 29, 2022",789503,25891501,152,"Friday, April 1, 2022","Saturday, April 2, 2022",144,0,0,0
FMR330501501,"Tuesday, March 29, 2022",789501,25891501,148,"Wednesday, March 30, 2022","Wednesday, March 30, 2022",148,1,1,1
FAP41501603,"Tuesday, March 29, 2022",789501,25891501,205,"Friday, April 1, 2022","Friday, April 1, 2022",205,1,1,1
FMR330721501,"Tuesday, March 29, 2022",789721,25891501,180,"Wednesday, March 30, 2022","Tuesday, March 29, 2022",180,1,1,1
FAP41401602,"Tuesday, March 29, 2022",789401,25891501,154,"Friday, April 1, 2022","Friday, April 1, 2022",154,1,1,1
FMR330403602,"Tuesday, March 29, 2022",789403,25891501,130,"Wednesday, March 30, 2022","Wednesday, March 30, 2022",130,1,1,1
FMR330121501,"Tuesday, March 29, 2022",789121,25891501,108,"Wednesday, March 30, 2022","Tuesday, March 29, 2022",108,1,1,1
FMR330903501,"Tuesday, March 29, 2022",789903,25891501,230,"Wednesday, March 30, 2022","Wednesday, March 30, 2022",218,0,1,0
FAP41101501,"Tuesday, March 29, 2022",789101,25891501,237,"Friday, April 1, 2022","Thursday, March 31, 2022",237,1,1,1
FMR330103602,"Tuesday, March 29, 2022",789103,25891501,193,"Wednesday, March 30, 2022","Wednesday, March 30, 2022",174,0,1,0
FAP41103501,"Tuesday, March 29, 2022",789103,25891501,107,"Friday, April 1, 2022","Friday, April 1, 2022",86,0,1,0
FAP41303501,"Tuesday, March 29, 2022",789303,25891501,115,"Friday, April 1, 2022","Friday, April 1, 2022",115,1,1,1
FMR330102501,"Tuesday, March 29, 2022",789102,25891501,129,"Wednesday, March 30, 2022","Wednesday, March 30, 2022",129,1,1,1
FMR331402501,"Tuesday, March 29, 2022",789402,25891501,166,"Thursday, March 31, 2022","Thursday, March 31, 2022",166,1,1,1
FMR330301602,"Tuesday, March 29, 2022",789301,25891602,138,"Wednesday, March 30, 2022","Wednesday, March 30, 2022",138,1,1,1
FAP41202603,"Tuesday, March 29, 2022",789202,25891602,71,"Friday, April 1, 2022","Friday, April 1, 2022",71,1,1,1
FAP41401602,"Tuesday, March 29, 2022",789401,25891602,192,"Friday, April 1, 2022","Friday, April 1, 2022",192,1,1,1
FMR331703602,"Tuesday, March 29, 2022",789703,25891602,133,"Thursday, March 31, 2022","Friday, April 1, 2022",106,0,0,0
FAP41703602,"Tuesday, March 29, 2022",789703,25891602,60,"Friday, April 1, 2022","Friday, April 1, 2022",60,1,1,1
FMR330420602,"Tuesday, March 29, 2022",789420,25891602,160,"Wednesday, March 30, 2022","Friday, April 1, 2022",152,0,0,0
FMR331420603,"Tuesday, March 29, 2022",789420,25891602,187,"Thursday, March 31, 2022","Saturday, April 2, 2022",187,1,0,0
FAP41420602,"Tuesday, March 29, 2022",789420,25891602,149,"Friday, April 1, 2022","Monday, April 4, 2022",149,1,0,0
FAP41402602,"Tuesday, March 29, 2022",789402,25891602,180,"Friday, April 1, 2022","Friday, April 1, 2022",180,1,1,1
FMR330103602,"Tuesday, March 29, 2022",789103,25891602,178,"Wednesday, March 30, 2022","Wednesday, March 30, 2022",142,0,1,0
FAP41201602,"Tuesday, March 29, 2022",789201,25891602,75,"Friday, April 1, 2022","Friday, April 1, 2022",75,1,1,1
FAP41320602,"Tuesday, March 29, 2022",789320,25891602,91,"Friday, April 1, 2022","Friday, April 1, 2022",91,1,1,1
FMR330520602,"Tuesday, March 29, 2022",789520,25891602,164,"Wednesday, March 30, 2022","Friday, April 1, 2022",156,0,0,0
FMR330101602,"Tuesday, March 29, 2022",789101,25891602,82,"Wednesday, March 30, 2022","Wednesday, March 30, 2022",82,1,1,1
FMR331603602,"Tuesday, March 29, 2022",789603,25891602,149,"Thursday, March 31, 2022","Thursday, March 31, 2022",149,1,1,1
FAP41603602,"Tuesday, March 29, 2022",789603,25891602,163,"Friday, April 1, 2022","Saturday, April 2, 2022",163,1,0,0
FAP41501602,"Tuesday, March 29, 2022",789501,25891602,93,"Friday, April 1, 2022","Saturday, April 2, 2022",88,0,0,0
FMR330122602,"Tuesday, March 29, 2022",789122,25891602,142,"Wednesday, March 30, 2022","Wednesday, March 30, 2022",135,0,1,0
FMR331122602,"Tuesday, March 29, 2022",789122,25891602,54,"Thursday, March 31, 2022","Friday, April 1, 2022",51,0,0,0
FMR330403602,"Tuesday, March 29, 2022",789403,25891602,165,"Wednesday, March 30, 2022","Wednesday, March 30, 2022",157,0,1,0
FMR331201303,"Tuesday, March 29, 2022",789201,25891101,315,"Thursday, March 31, 2022","Thursday, March 31, 2022",315,1,1,1
FAP41522101,"Tuesday, March 29, 2022",789522,25891101,333,"Friday, April 1, 2022","Thursday, March 31, 2022",333,1,1,1
FMR330101602,"Tuesday, March 29, 2022",789101,25891101,486,"Wednesday, March 30, 2022","Wednesday, March 30, 2022",486,1,1,1
FMR331522402,"Tuesday, March 29, 2022",789522,25891402,291,"Thursday, March 31, 2022","Saturday, April 2, 2022",291,1,0,0
FMR330303502,"Tuesday, March 29, 2022",789303,25891101,424,"Wednesday, March 30, 2022","Wednesday, March 30, 2022",424,1,1,1
FAP41903303,"Tuesday, March 29, 2022",789903,25891101,475,"Friday, April 1, 2022","Friday, April 1, 2022",475,1,1,1
FMR331221101,"Tuesday, March 29, 2022",789221,25891101,361,"Thursday, March 31, 2022","Thursday, March 31, 2022",361,1,1,1
FMR331103403,"Tuesday, March 29, 2022",789103,25891101,419,"Thursday, March 31, 2022","Thursday, March 31, 2022",398,0,1,0
FMR330621601,"Tuesday, March 29, 2022",789621,25891101,390,"Wednesday, March 30, 2022","Wednesday, March 30, 2022",390,1,1,1
FAP41221402,"Wednesday, March 30, 2022",789221,25891103,441,"Friday, April 1, 2022","Friday, April 1, 2022",397,0,1,0
FAP41522103,"Wednesday, March 30, 2022",789522,25891103,317,"Friday, April 1, 2022","Friday, April 1, 2022",285,0,1,0
FMR331401502,"Wednesday, March 30, 2022",789401,25891103,452,"Thursday, March 31, 2022","Thursday, March 31, 2022",452,1,1,1
FAP41301502,"Wednesday, March 30, 2022",789301,25891103,366,"Friday, April 1, 2022","Friday, April 1, 2022",366,1,1,1
FMR331902602,"Wednesday, March 30, 2022",789902,25891103,492,"Thursday, March 31, 2022","Thursday, March 31, 2022",467,0,1,0
FAP42103403,"Wednesday, March 30, 2022",789103,25891103,408,"Saturday, April 2, 2022","Saturday, April 2, 2022",388,0,1,0
FAP42721103,"Wednesday, March 30, 2022",789721,25891103,348,"Saturday, April 2, 2022","Saturday, April 2, 2022",348,1,1,1
FMR331321201,"Wednesday, March 30, 2022",789321,25891103,395,"Thursday, March 31, 2022","Thursday, March 31, 2022",395,1,1,1
FMR331221601,"Wednesday, March 30, 2022",789221,25891601,88,"Thursday, March 31, 2022","Thursday, March 31, 2022",88,1,1,1
FAP41202601,"Wednesday, March 30, 2022",789202,25891601,154,"Friday, April 1, 2022","Friday, April 1, 2022",139,0,1,0
FAP42202601,"Wednesday, March 30, 2022",789202,25891601,87,"Saturday, April 2, 2022","Saturday, April 2, 2022",87,1,1,1
FAP42403601,"Wednesday, March 30, 2022",789403,25891601,76,"Saturday, April 2, 2022","Saturday, April 2, 2022",76,1,1,1
FAP41521601,"Wednesday, March 30, 2022",789521,25891601,52,"Friday, April 1, 2022","Monday, April 4, 2022",52,1,0,0
FAP41101601,"Wednesday, March 30, 2022",789101,25891601,200,"Friday, April 1, 2022","Saturday, April 2, 2022",200,1,0,0
FMR331320601,"Wednesday, March 30, 2022",789320,25891601,175,"Thursday, March 31, 2022","Thursday, March 31, 2022",175,1,1,1
FAP41422601,"Wednesday, March 30, 2022",789422,25891601,151,"Friday, April 1, 2022","Thursday, March 31, 2022",151,1,1,1
FMR331503601,"Wednesday, March 30, 2022",789503,25891601,67,"Thursday, March 31, 2022","Thursday, March 31, 2022",67,1,1,1
FAP42220601,"Wednesday, March 30, 2022",789220,25891601,73,"Saturday, April 2, 2022","Saturday, April 2, 2022",73,1,1,1
FMR331122601,"Wednesday, March 30, 2022",789122,25891601,78,"Thursday, March 31, 2022","Friday, April 1, 2022",74,0,0,0
FAP42603601,"Wednesday, March 30, 2022",789603,25891601,154,"Saturday, April 2, 2022","Sunday, April 3, 2022",123,0,0,0
FAP41321602,"Wednesday, March 30, 2022",789321,25891601,57,"Friday, April 1, 2022","Saturday, April 2, 2022",51,0,0,0
FAP42321601,"Wednesday, March 30, 2022",789321,25891601,61,"Saturday, April 2, 2022","Tuesday, April 5, 2022",58,0,0,0
FMR331401601,"Wednesday, March 30, 2022",789401,25891601,185,"Thursday, March 31, 2022","Wednesday, March 30, 2022",185,1,1,1
FMR331102601,"Wednesday, March 30, 2022",789102,25891601,131,"Thursday, March 31, 2022","Thursday, March 31, 2022",131,1,1,1
FAP41102602,"Wednesday, March 30, 2022",789102,25891601,51,"Friday, April 1, 2022","Friday, April 1, 2022",51,1,1,1
FMR331420601,"Wednesday, March 30, 2022",789420,25891601,168,"Thursday, March 31, 2022","Friday, April 1, 2022",168,1,0,0
FAP41501601,"Wednesday, March 30, 2022",789501,25891601,151,"Friday, April 1, 2022","Friday, April 1, 2022",151,1,1,1
FMR331103402,"Wednesday, March 30, 2022",789103,25891402,446,"Thursday, March 31, 2022","Thursday, March 31, 2022",446,1,1,1
FAP42220601,"Wednesday, March 30, 2022",789220,25891402,410,"Saturday, April 2, 2022","Saturday, April 2, 2022",410,1,1,1
FAP42501503,"Wednesday, March 30, 2022",789501,25891402,237,"Saturday, April 2, 2022","Saturday, April 2, 2022",237,1,1,1
FMR331401502,"Wednesday, March 30, 2022",789401,25891402,335,"Thursday, March 31, 2022","Thursday, March 31, 2022",301,0,1,0
FAP41601402,"Wednesday, March 30, 2022",789601,25891402,344,"Friday, April 1, 2022","Friday, April 1, 2022",275,0,1,0
FMR331203603,"Wednesday, March 30, 2022",789203,25891402,481,"Thursday, March 31, 2022","Thursday, March 31, 2022",481,1,1,1
FAP42902402,"Wednesday, March 30, 2022",789902,25891402,387,"Saturday, April 2, 2022","Saturday, April 2, 2022",387,1,1,1
FAP41403402,"Wednesday, March 30, 2022",789403,25891402,467,"Friday, April 1, 2022","Saturday, April 2, 2022",467,1,0,0
FAP42521402,"Wednesday, March 30, 2022",789521,25891402,439,"Saturday, April 2, 2022","Sunday, April 3, 2022",417,0,0,0
FAP42903501,"Wednesday, March 30, 2022",789903,25891402,358,"Saturday, April 2, 2022","Saturday, April 2, 2022",358,1,1,1
FAP41522402,"Wednesday, March 30, 2022",789522,25891402,399,"Friday, April 1, 2022","Monday, April 4, 2022",399,1,0,0
FAP41122602,"Wednesday, March 30, 2022",789122,25891402,244,"Friday, April 1, 2022","Sunday, April 3, 2022",220,0,0,0
FAP42621402,"Wednesday, March 30, 2022",789621,25891402,462,"Saturday, April 2, 2022","Saturday, April 2, 2022",462,1,1,1
FAP41221402,"Wednesday, March 30, 2022",789221,25891402,288,"Friday, April 1, 2022","Friday, April 1, 2022",288,1,1,1
FAP41702402,"Wednesday, March 30, 2022",789702,25891402,324,"Friday, April 1, 2022","Friday, April 1, 2022",308,0,1,0
FMR331421402,"Wednesday, March 30, 2022",789421,25891402,421,"Thursday, March 31, 2022","Sunday, April 3, 2022",379,0,0,0
FAP41421402,"Wednesday, March 30, 2022",789421,25891402,435,"Friday, April 1, 2022","Saturday, April 2, 2022",435,1,0,0
FMR331603201,"Wednesday, March 30, 2022",789603,25891201,429,"Thursday, March 31, 2022","Thursday, March 31, 2022",429,1,1,1
FAP41603603,"Wednesday, March 30, 2022",789603,25891201,345,"Friday, April 1, 2022","Friday, April 1, 2022",345,1,1,1
FMR331301201,"Wednesday, March 30, 2022",789301,25891201,237,"Thursday, March 31, 2022","Thursday, March 31, 2022",237,1,1,1
FAP42301503,"Wednesday, March 30, 2022",789301,25891201,191,"Saturday, April 2, 2022","Saturday, April 2, 2022",191,1,1,1
FMR331420201,"Wednesday, March 30, 2022",789420,25891201,452,"Thursday, March 31, 2022","Saturday, April 2, 2022",452,1,0,0
FAP42402502,"Wednesday, March 30, 2022",789402,25891201,130,"Saturday, April 2, 2022","Saturday, April 2, 2022",130,1,1,1
FMR331321201,"Wednesday, March 30, 2022",789321,25891201,460,"Thursday, March 31, 2022","Thursday, March 31, 2022",460,1,1,1
FAP42321602,"Wednesday, March 30, 2022",789321,25891201,322,"Saturday, April 2, 2022","Saturday, April 2, 2022",322,1,1,1
FAP42102403,"Wednesday, March 30, 2022",789102,25891201,207,"Saturday, April 2, 2022","Saturday, April 2, 2022",207,1,1,1
FAP42503203,"Wednesday, March 30, 2022",789503,25891201,396,"Saturday, April 2, 2022","Saturday, April 2, 2022",376,0,1,0
FAP41703201,"Wednesday, March 30, 2022",789703,25891201,128,"Friday, April 1, 2022","Saturday, April 2, 2022",122,0,0,0
FAP42703202,"Wednesday, March 30, 2022",789703,25891201,366,"Saturday, April 2, 2022","Sunday, April 3, 2022",329,0,0,0
FAP42501201,"Wednesday, March 30, 2022",789501,25891201,302,"Saturday, April 2, 2022","Monday, April 4, 2022",242,0,0,0
FMR331221601,"Wednesday, March 30, 2022",789221,25891201,391,"Thursday, March 31, 2022","Thursday, March 31, 2022",352,0,1,0
FAP41221402,"Wednesday, March 30, 2022",789221,25891201,447,"Friday, April 1, 2022","Friday, April 1, 2022",447,1,1,1
FAP42221201,"Wednesday, March 30, 2022",789221,25891201,443,"Saturday, April 2, 2022","Saturday, April 2, 2022",443,1,1,1
FAP42702403,"Wednesday, March 30, 2022",789702,25891201,353,"Saturday, April 2, 2022","Saturday, April 2, 2022",282,0,1,0
FMR331201602,"Wednesday, March 30, 2022",789201,25891201,467,"Thursday, March 31, 2022","Thursday, March 31, 2022",420,0,1,0
FAP42622201,"Wednesday, March 30, 2022",789622,25891201,155,"Saturday, April 2, 2022","Friday, April 1, 2022",155,1,1,1
FAP42101201,"Wednesday, March 30, 2022",789101,25891201,405,"Saturday, April 2, 2022","Saturday, April 2, 2022",365,0,1,0
FAP41422601,"Wednesday, March 30, 2022",789422,25891501,124,"Friday, April 1, 2022","Thursday, March 31, 2022",124,1,1,1
FAP42721501,"Wednesday, March 30, 2022",789721,25891501,148,"Saturday, April 2, 2022","Friday, April 1, 2022",133,0,1,0
FAP42601501,"Wednesday, March 30, 2022",789601,25891501,229,"Saturday, April 2, 2022","Saturday, April 2, 2022",206,0,1,0
FAP41203602,"Wednesday, March 30, 2022",789203,25891501,223,"Friday, April 1, 2022","Friday, April 1, 2022",223,1,1,1
FMR331401502,"Wednesday, March 30, 2022",789401,25891501,130,"Thursday, March 31, 2022","Thursday, March 31, 2022",117,0,1,0
FAP41403501,"Wednesday, March 30, 2022",789403,25891501,180,"Friday, April 1, 2022","Friday, April 1, 2022",180,1,1,1
FAP42903501,"Wednesday, March 30, 2022",789903,25891501,167,"Saturday, April 2, 2022","Saturday, April 2, 2022",167,1,1,1
FMR331320601,"Wednesday, March 30, 2022",789320,25891501,126,"Thursday, March 31, 2022","Thursday, March 31, 2022",113,0,1,0
FAP41320501,"Wednesday, March 30, 2022",789320,25891501,163,"Friday, April 1, 2022","Friday, April 1, 2022",163,1,1,1
FAP42303501,"Wednesday, March 30, 2022",789303,25891501,105,"Saturday, April 2, 2022","Saturday, April 2, 2022",105,1,1,1
FMR331521501,"Wednesday, March 30, 2022",789521,25891501,171,"Thursday, March 31, 2022","Friday, April 1, 2022",171,1,0,0
FAP41521501,"Wednesday, March 30, 2022",789521,25891501,212,"Friday, April 1, 2022","Friday, April 1, 2022",212,1,1,1
FAP42521501,"Wednesday, March 30, 2022",789521,25891501,116,"Saturday, April 2, 2022","Monday, April 4, 2022",116,1,0,0
FAP42402502,"Wednesday, March 30, 2022",789402,25891501,104,"Saturday, April 2, 2022","Saturday, April 2, 2022",104,1,1,1
FMR331202501,"Wednesday, March 30, 2022",789202,25891501,182,"Thursday, March 31, 2022","Thursday, March 31, 2022",164,0,1,0
FAP41301502,"Wednesday, March 30, 2022",789301,25891501,191,"Friday, April 1, 2022","Friday, April 1, 2022",172,0,1,0
FAP42301503,"Wednesday, March 30, 2022",789301,25891501,109,"Saturday, April 2, 2022","Saturday, April 2, 2022",109,1,1,1
FAP41303602,"Wednesday, March 30, 2022",789303,25891602,105,"Friday, April 1, 2022","Friday, April 1, 2022",105,1,1,1
FAP41102602,"Wednesday, March 30, 2022",789102,25891602,84,"Friday, April 1, 2022","Friday, April 1, 2022",76,0,1,0
FMR331621602,"Wednesday, March 30, 2022",789621,25891602,197,"Thursday, March 31, 2022","Saturday, April 2, 2022",197,1,0,0
FMR331401602,"Wednesday, March 30, 2022",789401,25891602,176,"Thursday, March 31, 2022","Friday, April 1, 2022",167,0,0,0
FAP41521602,"Wednesday, March 30, 2022",789521,25891602,66,"Friday, April 1, 2022","Saturday, April 2, 2022",66,1,0,0
FAP42703602,"Wednesday, March 30, 2022",789703,25891602,77,"Saturday, April 2, 2022","Saturday, April 2, 2022",69,0,1,0
FAP41321602,"Wednesday, March 30, 2022",789321,25891602,156,"Friday, April 1, 2022","Saturday, April 2, 2022",156,1,0,0
FAP42321602,"Wednesday, March 30, 2022",789321,25891602,175,"Saturday, April 2, 2022","Saturday, April 2, 2022",175,1,1,1
FMR331203602,"Wednesday, March 30, 2022",789203,25891602,96,"Thursday, March 31, 2022","Friday, April 1, 2022",96,1,0,0
FAP41203602,"Wednesday, March 30, 2022",789203,25891602,126,"Friday, April 1, 2022","Friday, April 1, 2022",126,1,1,1
FAP42203602,"Wednesday, March 30, 2022",789203,25891602,82,"Saturday, April 2, 2022","Sunday, April 3, 2022",66,0,0,0
FMR331201602,"Wednesday, March 30, 2022",789201,25891602,104,"Thursday, March 31, 2022","Thursday, March 31, 2022",104,1,1,1
FAP42320603,"Wednesday, March 30, 2022",789320,25891602,104,"Saturday, April 2, 2022","Saturday, April 2, 2022",99,0,1,0
FMR331121602,"Wednesday, March 30, 2022",789121,25891602,61,"Thursday, March 31, 2022","Friday, April 1, 2022",61,1,0,0
FAP42522602,"Wednesday, March 30, 2022",789522,25891602,53,"Saturday, April 2, 2022","Monday, April 4, 2022",53,1,0,0
FAP41622602,"Wednesday, March 30, 2022",789622,25891602,119,"Friday, April 1, 2022","Friday, April 1, 2022",95,0,1,0
FMR331902602,"Wednesday, March 30, 2022",789902,25891602,56,"Thursday, March 31, 2022","Thursday, March 31, 2022",56,1,1,1
FAP41902602,"Wednesday, March 30, 2022",789902,25891602,143,"Friday, April 1, 2022","Friday, April 1, 2022",114,0,1,0
FAP42603602,"Wednesday, March 30, 2022",789603,25891602,66,"Saturday, April 2, 2022","Saturday, April 2, 2022",63,0,1,0
FMR331721603,"Wednesday, March 30, 2022",789721,25891602,143,"Thursday, March 31, 2022","Thursday, March 31, 2022",143,1,1,1
FAP41122602,"Wednesday, March 30, 2022",789122,25891602,84,"Friday, April 1, 2022","Sunday, April 3, 2022",80,0,0,0
FMR331403602,"Wednesday, March 30, 2022",789403,25891602,142,"Thursday, March 31, 2022","Thursday, March 31, 2022",142,1,1,1
FMR331501603,"Wednesday, March 30, 2022",789501,25891101,453,"Thursday, March 31, 2022","Thursday, March 31, 2022",430,0,1,0
FMR331521501,"Wednesday, March 30, 2022",789521,25891101,339,"Thursday, March 31, 2022","Friday, April 1, 2022",339,1,0,0
FAP42201603,"Wednesday, March 30, 2022",789201,25891101,379,"Saturday, April 2, 2022","Saturday, April 2, 2022",379,1,1,1
FMR331101403,"Wednesday, March 30, 2022",789101,25891101,454,"Thursday, March 31, 2022","Thursday, March 31, 2022",454,1,1,1
FMR331603201,"Wednesday, March 30, 2022",789603,25891101,331,"Thursday, March 31, 2022","Thursday, March 31, 2022",314,0,1,0
FAP42603602,"Wednesday, March 30, 2022",789603,25891101,472,"Saturday, April 2, 2022","Saturday, April 2, 2022",472,1,1,1
FMR331321201,"Wednesday, March 30, 2022",789321,25891101,462,"Thursday, March 31, 2022","Thursday, March 31, 2022",462,1,1,1
FAP42121303,"Wednesday, March 30, 2022",789121,25891101,368,"Saturday, April 2, 2022","Tuesday, April 5, 2022",368,1,0,0
FMR331903302,"Wednesday, March 30, 2022",789903,25891101,376,"Thursday, March 31, 2022","Thursday, March 31, 2022",338,0,1,0
FAP42320101,"Wednesday, March 30, 2022",789320,25891101,340,"Saturday, April 2, 2022","Tuesday, April 5, 2022",340,1,0,0
FAP42621402,"Wednesday, March 30, 2022",789621,25891101,328,"Saturday, April 2, 2022","Saturday, April 2, 2022",295,0,1,0
FMR331102601,"Wednesday, March 30, 2022",789102,25891101,480,"Thursday, March 31, 2022","Thursday, March 31, 2022",456,0,1,0
FAP41102101,"Wednesday, March 30, 2022",789102,25891101,347,"Friday, April 1, 2022","Thursday, March 31, 2022",347,1,1,1
FAP42102403,"Wednesday, March 30, 2022",789102,25891101,478,"Saturday, April 2, 2022","Saturday, April 2, 2022",478,1,1,1
FAP42301503,"Wednesday, March 30, 2022",789301,25891101,363,"Saturday, April 2, 2022","Saturday, April 2, 2022",363,1,1,1
FAP42420101,"Wednesday, March 30, 2022",789420,25891101,389,"Saturday, April 2, 2022","Tuesday, April 5, 2022",389,1,0,0
FMR331622403,"Wednesday, March 30, 2022",789622,25891101,398,"Thursday, March 31, 2022","Thursday, March 31, 2022",398,1,1,1
FAP42422101,"Wednesday, March 30, 2022",789422,25891101,358,"Saturday, April 2, 2022","Tuesday, April 5, 2022",322,0,0,0
FAP41603401,"Wednesday, March 30, 2022",789603,25891401,286,"Friday, April 1, 2022","Thursday, March 31, 2022",286,1,1,1
FAP42402502,"Wednesday, March 30, 2022",789402,25891401,295,"Saturday, April 2, 2022","Saturday, April 2, 2022",265,0,1,0
FAP42202601,"Wednesday, March 30, 2022",789202,25891401,452,"Saturday, April 2, 2022","Saturday, April 2, 2022",452,1,1,1
FMR331520401,"Wednesday, March 30, 2022",789520,25891401,348,"Thursday, March 31, 2022","Friday, April 1, 2022",348,1,0,0
FAP42520401,"Wednesday, March 30, 2022",789520,25891401,326,"Saturday, April 2, 2022","Saturday, April 2, 2022",310,0,1,0
FAP42203401,"Wednesday, March 30, 2022",789203,25891401,209,"Saturday, April 2, 2022","Saturday, April 2, 2022",209,1,1,1
FAP41702402,"Wednesday, March 30, 2022",789702,25891401,303,"Friday, April 1, 2022","Friday, April 1, 2022",242,0,1,0
FAP42301503,"Wednesday, March 30, 2022",789301,25891401,286,"Saturday, April 2, 2022","Saturday, April 2, 2022",286,1,1,1
FMR331122401,"Wednesday, March 30, 2022",789122,25891401,299,"Thursday, March 31, 2022","Saturday, April 2, 2022",299,1,0,0
FAP41401503,"Wednesday, March 30, 2022",789401,25891401,423,"Friday, April 1, 2022","Friday, April 1, 2022",402,0,1,0
FAP41601402,"Wednesday, March 30, 2022",789601,25891401,469,"Friday, April 1, 2022","Friday, April 1, 2022",422,0,1,0
FMR331720401,"Wednesday, March 30, 2022",789720,25891401,244,"Thursday, March 31, 2022","Thursday, March 31, 2022",244,1,1,1
FAP42103403,"Wednesday, March 30, 2022",789103,25891401,214,"Saturday, April 2, 2022","Saturday, April 2, 2022",203,0,1,0
FAP42421401,"Wednesday, March 30, 2022",789421,25891401,362,"Saturday, April 2, 2022","Sunday, April 3, 2022",344,0,0,0
FAP41101401,"Wednesday, March 30, 2022",789101,25891401,329,"Friday, April 1, 2022","Friday, April 1, 2022",296,0,1,0
FAP41521601,"Wednesday, March 30, 2022",789521,25891401,391,"Friday, April 1, 2022","Monday, April 4, 2022",352,0,0,0
FAP41220503,"Wednesday, March 30, 2022",789220,25891401,493,"Friday, April 1, 2022","Friday, April 1, 2022",493,1,1,1
FMR331501603,"Wednesday, March 30, 2022",789501,25891603,184,"Thursday, March 31, 2022","Thursday, March 31, 2022",184,1,1,1
FAP41603603,"Wednesday, March 30, 2022",789603,25891603,165,"Friday, April 1, 2022","Friday, April 1, 2022",165,1,1,1
FAP42320603,"Wednesday, March 30, 2022",789320,25891603,189,"Saturday, April 2, 2022","Saturday, April 2, 2022",189,1,1,1
FMR331720603,"Wednesday, March 30, 2022",789720,25891603,159,"Thursday, March 31, 2022","Saturday, April 2, 2022",159,1,0,0
FMR331402603,"Wednesday, March 30, 2022",789402,25891603,122,"Thursday, March 31, 2022","Thursday, March 31, 2022",122,1,1,1
FAP42422603,"Wednesday, March 30, 2022",789422,25891603,94,"Saturday, April 2, 2022","Friday, April 1, 2022",94,1,1,1
FMR331203603,"Wednesday, March 30, 2022",789203,25891603,147,"Thursday, March 31, 2022","Thursday, March 31, 2022",147,1,1,1
FMR331601603,"Wednesday, March 30, 2022",789601,25891603,174,"Thursday, March 31, 2022","Thursday, March 31, 2022",174,1,1,1
FAP41103603,"Wednesday, March 30, 2022",789103,25891603,171,"Friday, April 1, 2022","Friday, April 1, 2022",162,0,1,0
FAP42201603,"Wednesday, March 30, 2022",789201,25891603,121,"Saturday, April 2, 2022","Saturday, April 2, 2022",121,1,1,1
FMR331721603,"Wednesday, March 30, 2022",789721,25891603,169,"Thursday, March 31, 2022","Thursday, March 31, 2022",161,0,1,0
FAP41102602,"Wednesday, March 30, 2022",789102,25891202,434,"Friday, April 1, 2022","Friday, April 1, 2022",434,1,1,1
FAP42501503,"Wednesday, March 30, 2022",789501,25891202,197,"Saturday, April 2, 2022","Saturday, April 2, 2022",197,1,1,1
FAP42402502,"Wednesday, March 30, 2022",789402,25891202,263,"Saturday, April 2, 2022","Saturday, April 2, 2022",263,1,1,1
FMR331702202,"Wednesday, March 30, 2022",789702,25891202,463,"Thursday, March 31, 2022","Thursday, March 31, 2022",417,0,1,0
FAP41702402,"Wednesday, March 30, 2022",789702,25891202,279,"Friday, April 1, 2022","Friday, April 1, 2022",265,0,1,0
FAP41622602,"Wednesday, March 30, 2022",789622,25891202,487,"Friday, April 1, 2022","Friday, April 1, 2022",487,1,1,1
FAP42622202,"Wednesday, March 30, 2022",789622,25891202,179,"Saturday, April 2, 2022","Sunday, April 3, 2022",170,0,0,0
FAP42902202,"Wednesday, March 30, 2022",789902,25891202,126,"Saturday, April 2, 2022","Friday, April 1, 2022",120,0,1,0
FAP41221402,"Wednesday, March 30, 2022",789221,25891202,407,"Friday, April 1, 2022","Friday, April 1, 2022",326,0,1,0
FAP42420303,"Wednesday, March 30, 2022",789420,25891202,266,"Saturday, April 2, 2022","Sunday, April 3, 2022",253,0,0,0
FMR331403602,"Wednesday, March 30, 2022",789403,25891202,182,"Thursday, March 31, 2022","Thursday, March 31, 2022",182,1,1,1
FAP41703202,"Wednesday, March 30, 2022",789703,25891202,269,"Friday, April 1, 2022","Friday, April 1, 2022",269,1,1,1
FAP42703202,"Wednesday, March 30, 2022",789703,25891202,276,"Saturday, April 2, 2022","Sunday, April 3, 2022",276,1,0,0
